Record Date,Security Type Description,Security Class Description,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2011-01-31","Marketable","Bills","1756620.00","3924.00","1760544.00","1","2011","2","2011","1","01","31"
"2011-01-31","Nonmarketable","United States Savings Securities","187537.00","0.00","187537.00","10","2011","2","2011","1","01","31"
"2011-02-28","Nonmarketable","Foreign Series","3786.00","0.00","3786.00","8","2011","2","2011","1","02","28"
"2011-02-28","Marketable","Treasury Inflation-Protected Securities","626245.00","98.00","626343.00","4","2011","2","2011","1","02","28"
"2011-02-28","Nonmarketable","State and Local Government Series","182360.00","0.00","182360.00","9","2011","2","2011","1","02","28"
"2011-02-28","Total Marketable","_","9026217.00","21998.00","9048215.00","6","2011","2","2011","1","02","28"
"2011-02-28","Nonmarketable","Government Account Series","134593.00","4606732.00","4741324.00","11","2011","2","2011","1","02","28"
"2011-02-28","Marketable","Notes","5747050.00","3777.00","5750827.00","2","2011","2","2011","1","02","28"
"2011-02-28","Nonmarketable","United States Savings Securities","187303.00","0.00","187303.00","10","2011","2","2011","1","02","28"
"2011-02-28","Nonmarketable","Hope Bonds","0.00","493.00","493.00","12","2011","2","2011","1","02","28"
"2011-02-28","Marketable","Bills","1734504.00","4011.00","1738515.00","1","2011","2","2011","1","02","28"
"2011-02-28","Total Public Debt Outstanding","_","9565541.00","4629223.00","14194764.00","15","2011","2","2011","1","02","28"
"2011-02-28","Marketable","Federal Financing Bank","0.00","10239.00","10239.00","5","2011","2","2011","1","02","28"
"2011-02-28","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2011","2","2011","1","02","28"
"2011-02-28","Nonmarketable","Other","1289.00","0.00","1289.00","13","2011","2","2011","1","02","28"
"2011-02-28","Total Nonmarketable","_","539325.00","4607225.00","5146550.00","14","2011","2","2011","1","02","28"
"2011-02-28","Marketable","Bonds","918418.00","3873.00","922291.00","3","2011","2","2011","1","02","28"
"2011-03-31","Total Nonmarketable","_","540824.00","4596550.00","5137374.00","14","2011","2","2011","1","03","31"
"2011-03-31","Marketable","Notes","5843938.00","3933.00","5847871.00","2","2011","2","2011","1","03","31"
"2011-03-31","Nonmarketable","United States Savings Securities","186864.00","0.00","186864.00","10","2011","2","2011","1","03","31"
"2011-03-31","Marketable","Treasury Inflation-Protected Securities","640714.00","125.00","640840.00","4","2011","2","2011","1","03","31"
"2011-03-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2011","2","2011","1","03","31"
"2011-03-31","Nonmarketable","Hope Bonds","0.00","493.00","493.00","12","2011","2","2011","1","03","31"
"2011-03-31","Nonmarketable","State and Local Government Series","181922.00","0.00","181922.00","9","2011","2","2011","1","03","31"
"2011-03-31","Marketable","Federal Financing Bank","0.00","10239.00","10239.00","5","2011","2","2011","1","03","31"
"2011-03-31","Total Marketable","_","9110819.00","21921.00","9132740.00","6","2011","2","2011","1","03","31"
"2011-03-31","Total Public Debt Outstanding","_","9651643.00","4618471.00","14270115.00","15","2011","2","2011","1","03","31"
"2011-03-31","Nonmarketable","Other","1301.00","0.00","1301.00","13","2011","2","2011","1","03","31"
"2011-03-31","Nonmarketable","Government Account Series","136956.00","4596057.00","4733014.00","11","2011","2","2011","1","03","31"
"2011-03-31","Nonmarketable","Foreign Series","3786.00","0.00","3786.00","8","2011","2","2011","1","03","31"
"2011-03-31","Marketable","Bonds","931474.00","3815.00","935289.00","3","2011","2","2011","1","03","31"
"2011-03-31","Marketable","Bills","1694692.00","3809.00","1698501.00","1","2011","2","2011","1","03","31"
"2011-04-30","Nonmarketable","State and Local Government Series","180849.00","0.00","180849.00","9","2011","3","2011","2","04","30"
"2011-04-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2011","3","2011","2","04","30"
"2011-04-30","Marketable","Treasury Inflation-Protected Securities","635321.00","108.00","635429.00","4","2011","3","2011","2","04","30"
"2011-04-30","Marketable","Bills","1635406.00","3087.00","1638493.00","1","2011","3","2011","2","04","30"
"2011-04-30","Marketable","Notes","5898889.00","4592.00","5903480.00","2","2011","3","2011","2","04","30"
"2011-04-30","Nonmarketable","Other","1336.00","0.00","1336.00","13","2011","3","2011","2","04","30"
"2011-04-30","Nonmarketable","Foreign Series","3786.00","0.00","3786.00","8","2011","3","2011","2","04","30"
"2011-04-30","Nonmarketable","United States Savings Securities","186562.00","0.00","186562.00","10","2011","3","2011","2","04","30"
"2011-04-30","Total Nonmarketable","_","540234.00","4610825.00","5151060.00","14","2011","3","2011","2","04","30"
"2011-04-30","Nonmarketable","Government Account Series","137707.00","4610332.00","4748039.00","11","2011","3","2011","2","04","30"
"2011-04-30","Nonmarketable","Hope Bonds","0.00","493.00","493.00","12","2011","3","2011","2","04","30"
"2011-04-30","Marketable","Federal Financing Bank","0.00","10239.00","10239.00","5","2011","3","2011","2","04","30"
"2011-04-30","Marketable","Bonds","945100.00","3828.00","948929.00","3","2011","3","2011","2","04","30"
"2011-04-30","Total Marketable","_","9114716.00","21855.00","9136570.00","6","2011","3","2011","2","04","30"
"2011-04-30","Total Public Debt Outstanding","_","9654950.00","4632680.00","14287630.00","15","2011","3","2011","2","04","30"
"2011-05-31","Total Public Debt Outstanding","_","9723456.00","4621212.00","14344668.00","15","2011","3","2011","2","05","31"
"2011-05-31","Nonmarketable","Other","1364.00","0.00","1364.00","13","2011","3","2011","2","05","31"
"2011-05-31","Marketable","Bills","1576536.00","1969.00","1578505.00","1","2011","3","2011","2","05","31"
"2011-05-31","Marketable","Federal Financing Bank","0.00","10239.00","10239.00","5","2011","3","2011","2","05","31"
"2011-05-31","Nonmarketable","Government Account Series","85545.00","4599276.00","4684821.00","11","2011","3","2011","2","05","31"
"2011-05-31","Marketable","Bonds","961176.00","3753.00","964929.00","3","2011","3","2011","2","05","31"
"2011-05-31","Nonmarketable","Foreign Series","3686.00","0.00","3686.00","8","2011","3","2011","2","05","31"
"2011-05-31","Nonmarketable","Hope Bonds","0.00","493.00","493.00","12","2011","3","2011","2","05","31"
"2011-05-31","Nonmarketable","United States Savings Securities","186428.00","0.00","186428.00","10","2011","3","2011","2","05","31"
"2011-05-31","Nonmarketable","State and Local Government Series","175651.00","0.00","175651.00","9","2011","3","2011","2","05","31"
"2011-05-31","Total Marketable","_","9240787.00","21443.00","9262231.00","6","2011","3","2011","2","05","31"
"2011-05-31","Marketable","Treasury Inflation-Protected Securities","653686.00","133.00","653818.00","4","2011","3","2011","2","05","31"
"2011-05-31","Marketable","Notes","6049390.00","5350.00","6054740.00","2","2011","3","2011","2","05","31"
"2011-05-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2011","3","2011","2","05","31"
"2011-05-31","Total Nonmarketable","_","482669.00","4599769.00","5082437.00","14","2011","3","2011","2","05","31"
"2011-06-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2011","3","2011","2","06","30"
"2011-06-30","Marketable","Notes","6145991.00","5274.00","6151264.00","2","2011","3","2011","2","06","30"
"2011-06-30","Nonmarketable","Foreign Series","3686.00","0.00","3686.00","8","2011","3","2011","2","06","30"
"2011-06-30","Total Marketable","_","9314861.00","19787.00","9334648.00","6","2011","3","2011","2","06","30"
"2011-06-30","Total Public Debt Outstanding","_","9742223.00","4600864.00","14343088.00","15","2011","3","2011","2","06","30"
"2011-06-30","Nonmarketable","Hope Bonds","0.00","493.00","493.00","12","2011","3","2011","2","06","30"
"2011-06-30","Total Nonmarketable","_","427363.00","4581077.00","5008439.00","14","2011","3","2011","2","06","30"
"2011-06-30","Nonmarketable","United States Savings Securities","186085.00","0.00","186085.00","10","2011","3","2011","2","06","30"
"2011-06-30","Nonmarketable","Other","1380.00","0.00","1380.00","13","2011","3","2011","2","06","30"
"2011-06-30","Marketable","Federal Financing Bank","0.00","8441.00","8441.00","5","2011","3","2011","2","06","30"
"2011-06-30","Marketable","Bills","1529417.00","2078.00","1531495.00","1","2011","3","2011","2","06","30"
"2011-06-30","Marketable","Bonds","974150.00","3774.00","977924.00","3","2011","3","2011","2","06","30"
"2011-06-30","Nonmarketable","Government Account Series","39793.00","4580584.00","4620377.00","11","2011","3","2011","2","06","30"
"2011-06-30","Marketable","Treasury Inflation-Protected Securities","665303.00","220.00","665523.00","4","2011","3","2011","2","06","30"
"2011-06-30","Nonmarketable","State and Local Government Series","166423.00","0.00","166423.00","9","2011","3","2011","2","06","30"
"2011-07-31","Nonmarketable","United States Savings Securities","185758.00","0.00","185758.00","10","2011","4","2011","3","07","31"
"2011-07-31","Nonmarketable","State and Local Government Series","155835.00","0.00","155835.00","9","2011","4","2011","3","07","31"
"2011-07-31","Marketable","Notes","6199125.00","5138.00","6204264.00","2","2011","4","2011","3","07","31"
"2011-07-31","Marketable","Federal Financing Bank","0.00","8441.00","8441.00","5","2011","4","2011","3","07","31"
"2011-07-31","Marketable","Bonds","986819.00","4105.00","990924.00","3","2011","4","2011","3","07","31"
"2011-07-31","Marketable","Bills","1490449.00","2048.00","1492497.00","1","2011","4","2011","3","07","31"
"2011-07-31","Nonmarketable","Foreign Series","3086.00","0.00","3086.00","8","2011","4","2011","3","07","31"
"2011-07-31","Marketable","Treasury Inflation-Protected Securities","681176.00","329.00","681504.00","4","2011","4","2011","3","07","31"
"2011-07-31","Total Public Debt Outstanding","_","9755796.00","4586574.00","14342369.00","15","2011","4","2011","3","07","31"
"2011-07-31","Nonmarketable","Government Account Series","22187.00","4566018.00","4588205.00","11","2011","4","2011","3","07","31"
"2011-07-31","Nonmarketable","Hope Bonds","0.00","493.00","493.00","12","2011","4","2011","3","07","31"
"2011-07-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2011","4","2011","3","07","31"
"2011-07-31","Total Nonmarketable","_","398227.00","4566512.00","4964739.00","14","2011","4","2011","3","07","31"
"2011-07-31","Total Marketable","_","9357568.00","20062.00","9377630.00","6","2011","4","2011","3","07","31"
"2011-07-31","Nonmarketable","Other","1367.00","0.00","1367.00","13","2011","4","2011","3","07","31"
"2011-08-31","Nonmarketable","United States Savings Securities","185368.00","0.00","185368.00","10","2011","4","2011","3","08","31"
"2011-08-31","Nonmarketable","Hope Bonds","0.00","493.00","493.00","12","2011","4","2011","3","08","31"
"2011-08-31","Marketable","Federal Financing Bank","0.00","8441.00","8441.00","5","2011","4","2011","3","08","31"
"2011-08-31","Marketable","Bonds","1003417.00","3997.00","1007414.00","3","2011","4","2011","3","08","31"
"2011-08-31","Total Public Debt Outstanding","_","10024253.00","4660040.00","14684293.00","15","2011","4","2011","3","08","31"
"2011-08-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2011","4","2011","3","08","31"
"2011-08-31","Nonmarketable","Other","1435.00","0.00","1435.00","13","2011","4","2011","3","08","31"
"2011-08-31","Total Marketable","_","9501649.00","20157.00","9521805.00","6","2011","4","2011","3","08","31"
"2011-08-31","Nonmarketable","Government Account Series","151903.00","4639390.00","4791292.00","11","2011","4","2011","3","08","31"
"2011-08-31","Total Nonmarketable","_","522605.00","4639883.00","5162488.00","14","2011","4","2011","3","08","31"
"2011-08-31","Nonmarketable","State and Local Government Series","150918.00","0.00","150918.00","9","2011","4","2011","3","08","31"
"2011-08-31","Marketable","Bills","1491239.00","2271.00","1493510.00","1","2011","4","2011","3","08","31"
"2011-08-31","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2011","4","2011","3","08","31"
"2011-08-31","Marketable","Treasury Inflation-Protected Securities","693464.00","302.00","693766.00","4","2011","4","2011","3","08","31"
"2011-08-31","Marketable","Notes","6313529.00","5145.00","6318674.00","2","2011","4","2011","3","08","31"
"2011-09-30","Total Marketable","_","9604300.00","20246.00","9624546.00","6","2011","4","2011","3","09","30"
"2011-09-30","Marketable","Federal Financing Bank","0.00","8441.00","8441.00","5","2011","4","2011","3","09","30"
"2011-09-30","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2011","4","2011","3","09","30"
"2011-09-30","Total Public Debt Outstanding","_","10127031.00","4663309.00","14790340.00","15","2011","4","2011","3","09","30"
"2011-09-30","Marketable","Bonds","1016407.00","4006.00","1020413.00","3","2011","4","2011","3","09","30"
"2011-09-30","Nonmarketable","United States Savings Securities","185187.00","0.00","185187.00","10","2011","4","2011","3","09","30"
"2011-09-30","Marketable","Notes","6406983.00","5510.00","6412493.00","2","2011","4","2011","3","09","30"
"2011-09-30","Nonmarketable","Government Account Series","151346.00","4642570.00","4793916.00","11","2011","4","2011","3","09","30"
"2011-09-30","Nonmarketable","Other","1386.00","0.00","1386.00","13","2011","4","2011","3","09","30"
"2011-09-30","Marketable","Bills","1475557.00","1948.00","1477505.00","1","2011","4","2011","3","09","30"
"2011-09-30","Nonmarketable","State and Local Government Series","151831.00","0.00","151831.00","9","2011","4","2011","3","09","30"
"2011-09-30","Nonmarketable","Hope Bonds","0.00","493.00","493.00","12","2011","4","2011","3","09","30"
"2011-09-30","Marketable","Treasury Inflation-Protected Securities","705352.00","340.00","705693.00","4","2011","4","2011","3","09","30"
"2011-09-30","Total Nonmarketable","_","522731.00","4643063.00","5165795.00","14","2011","4","2011","3","09","30"
"2011-09-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2011","4","2011","3","09","30"
"2011-10-31","Marketable","Bills","1480662.00","1841.00","1482503.00","1","2012","1","2011","4","10","31"
"2011-10-31","Nonmarketable","Other","1407.00","0.00","1407.00","13","2012","1","2011","4","10","31"
"2011-10-31","Nonmarketable","Government Account Series","155188.00","4717007.00","4872195.00","11","2012","1","2011","4","10","31"
"2011-10-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2012","1","2011","4","10","31"
"2011-10-31","Marketable","Treasury Inflation-Protected Securities","714932.00","251.00","715183.00","4","2012","1","2011","4","10","31"
"2011-10-31","Total Nonmarketable","_","529676.00","4717500.00","5247177.00","14","2012","1","2011","4","10","31"
"2011-10-31","Total Public Debt Outstanding","_","10256015.00","4737694.00","14993709.00","15","2012","1","2011","4","10","31"
"2011-10-31","Total Marketable","_","9726339.00","20193.00","9746532.00","6","2012","1","2011","4","10","31"
"2011-10-31","Nonmarketable","United States Savings Securities","185622.00","0.00","185622.00","10","2012","1","2011","4","10","31"
"2011-10-31","Marketable","Federal Financing Bank","0.00","8441.00","8441.00","5","2012","1","2011","4","10","31"
"2011-10-31","Nonmarketable","Hope Bonds","0.00","493.00","493.00","12","2012","1","2011","4","10","31"
