Year,Country,Central government personal income tax rates and thresholds,Value,Flags
"2000","Greece","Marginal rate 4",30,
"2001","Greece","Marginal rate 4",30,
"2002","Greece","Marginal rate 4",40,
"2003","Greece","Marginal rate 4",40,
"2004","Greece","Marginal rate 4",40,
"2005","Greece","Marginal rate 4",40,
"2006","Greece","Marginal rate 4",40,
"2007","Greece","Marginal rate 4",40,
"2008","Greece","Marginal rate 4",40,
"2009","Greece","Marginal rate 4",40,
"2010","Greece","Marginal rate 4",26,
"2011","Greece","Marginal rate 4",25,
"2012","Greece","Marginal rate 4",25,
"2013","Greece","Marginal rate 4",25,
"2000","Italy","Marginal rate 4",39.5,
"2001","Italy","Marginal rate 4",39,
"2002","Italy","Marginal rate 4",39,
"2003","Italy","Marginal rate 4",39,
"2004","Italy","Marginal rate 4",39,
"2005","Italy","Marginal rate 4",43,
"2007","Italy","Marginal rate 4",41,
"2008","Italy","Marginal rate 4",41,
"2009","Italy","Marginal rate 4",41,
"2010","Italy","Marginal rate 4",41,
"2011","Italy","Marginal rate 4",41,
"2012","Italy","Marginal rate 4",41,
"2013","Italy","Marginal rate 4",41,
"2000","Japan","Marginal rate 4",37,
"2001","Japan","Marginal rate 4",37,
"2002","Japan","Marginal rate 4",37,
"2003","Japan","Marginal rate 4",37,
"2004","Japan","Marginal rate 4",37,
"2005","Japan","Marginal rate 4",37,
"2006","Japan","Marginal rate 4",37,
"2007","Japan","Marginal rate 4",23,
"2008","Japan","Marginal rate 4",23,
"2009","Japan","Marginal rate 4",23,
"2010","Japan","Marginal rate 4",23,
"2011","Japan","Marginal rate 4",23,
"2012","Japan","Marginal rate 4",23,
"2013","Japan","Marginal rate 4",23,
"2000","Korea","Marginal rate 4",40,
"2001","Korea","Marginal rate 4",40,
"2002","Korea","Marginal rate 4",36,
"2003","Korea","Marginal rate 4",36,
"2004","Korea","Marginal rate 4",36,
"2005","Korea","Marginal rate 4",35,
"2006","Korea","Marginal rate 4",35,
"2007","Korea","Marginal rate 4",35,
"2008","Korea","Marginal rate 4",35,
"2009","Korea","Marginal rate 4",35,
"2010","Korea","Marginal rate 4",35,
"2011","Korea","Marginal rate 4",35,
"2012","Korea","Marginal rate 4",35,
"2013","Korea","Marginal rate 4",35,
"2000","Luxembourg","Marginal rate 4",18,
"2001","Luxembourg","Marginal rate 4",18,
"2002","Luxembourg","Marginal rate 4",12,
"2003","Luxembourg","Marginal rate 4",12,
"2004","Luxembourg","Marginal rate 4",12,
"2005","Luxembourg","Marginal rate 4",12,
"2006","Luxembourg","Marginal rate 4",12,
"2007","Luxembourg","Marginal rate 4",12,
"2008","Luxembourg","Marginal rate 4",12,
"2009","Luxembourg","Marginal rate 4",12,
"2010","Luxembourg","Marginal rate 4",12,
"2011","Luxembourg","Marginal rate 4",12,
"2012","Luxembourg","Marginal rate 4",12,
"2013","Luxembourg","Marginal rate 4",12,
"2000","Mexico","Marginal rate 4",25,
"2001","Mexico","Marginal rate 4",25,
"2002","Mexico","Marginal rate 4",25,
"2003","Mexico","Marginal rate 4",25,
"2004","Mexico","Marginal rate 4",25,
"2005","Mexico","Marginal rate 4",25,
"2006","Mexico","Marginal rate 4",25,
"2007","Mexico","Marginal rate 4",25,
"2008","Mexico","Marginal rate 4",16,
"2009","Mexico","Marginal rate 4",16,
"2010","Mexico","Marginal rate 4",16,
"2011","Mexico","Marginal rate 4",16,
"2012","Mexico","Marginal rate 4",16,
"2013","Mexico","Marginal rate 4",16,
"2000","Netherlands","Marginal rate 4",60,
"2001","Netherlands","Marginal rate 4",52,
"2002","Netherlands","Marginal rate 4",52,
"2003","Netherlands","Marginal rate 4",52,
"2004","Netherlands","Marginal rate 4",52,
"2005","Netherlands","Marginal rate 4",52,
"2006","Netherlands","Marginal rate 4",52,
"2007","Netherlands","Marginal rate 4",52,
"2008","Netherlands","Marginal rate 4",52,
"2009","Netherlands","Marginal rate 4",52,
"2010","Netherlands","Marginal rate 4",52,
"2011","Netherlands","Marginal rate 4",52,
"2012","Netherlands","Marginal rate 4",52,
"2013","Netherlands","Marginal rate 4",52,
"2000","New Zealand","Marginal rate 4",39,
"2001","New Zealand","Marginal rate 4",39,
"2002","New Zealand","Marginal rate 4",39,
"2003","New Zealand","Marginal rate 4",39,
"2004","New Zealand","Marginal rate 4",39,
"2005","New Zealand","Marginal rate 4",39,
"2006","New Zealand","Marginal rate 4",39,
"2007","New Zealand","Marginal rate 4",39,
"2008","New Zealand","Marginal rate 4",27,
"2009","New Zealand","Marginal rate 4",38,
"2010","New Zealand","Marginal rate 4",35.5,
"2011","New Zealand","Marginal rate 4",33,
"2012","New Zealand","Marginal rate 4",33,
"2013","New Zealand","Marginal rate 4",33,
"2000","Portugal","Marginal rate 4",35,
"2001","Portugal","Marginal rate 4",34,
"2002","Portugal","Marginal rate 4",34,
"2003","Portugal","Marginal rate 4",34,
"2004","Portugal","Marginal rate 4",34,
"2005","Portugal","Marginal rate 4",34,
"2006","Portugal","Marginal rate 4",34,
"2007","Portugal","Marginal rate 4",34,
"2008","Portugal","Marginal rate 4",34,
"2009","Portugal","Marginal rate 4",34,
"2010","Portugal","Marginal rate 4",34.88,
"2011","Portugal","Marginal rate 4",35.5,
"2012","Portugal","Marginal rate 4",35.5,
"2013","Portugal","Marginal rate 4",45,
"2000","Slovak Republic","Marginal rate 4",30,
"2001","Slovak Republic","Marginal rate 4",30,
"2002","Slovak Republic","Marginal rate 4",35,
"2003","Slovak Republic","Marginal rate 4",35,
"2000","Spain","Marginal rate 4",31.48,
"2001","Spain","Marginal rate 4",31.48,
"2002","Spain","Marginal rate 4",31.48,
"2003","Spain","Marginal rate 4",24.71,
"2004","Spain","Marginal rate 4",24.71,
"2005","Spain","Marginal rate 4",24.71,
"2006","Spain","Marginal rate 4",24.71,
"2007","Spain","Marginal rate 4",27.13,
"2008","Spain","Marginal rate 4",27.13,
"2009","Spain","Marginal rate 4",27.13,
"2010","Spain","Marginal rate 4",27.13,
"2011","Spain","Marginal rate 4",21.5,
"2012","Spain","Marginal rate 4",25.5,
"2013","Spain","Marginal rate 4",25.5,
"2000","Switzerland","Marginal rate 4",2.64,
"2001","Switzerland","Marginal rate 4",2.64,
"2002","Switzerland","Marginal rate 4",2.64,
"2003","Switzerland","Marginal rate 4",2.64,
"2004","Switzerland","Marginal rate 4",2.64,
"2005","Switzerland","Marginal rate 4",2.64,
"2006","Switzerland","Marginal rate 4",2.64,
"2007","Switzerland","Marginal rate 4",2.64,
"2008","Switzerland","Marginal rate 4",2.64,
"2009","Switzerland","Marginal rate 4",2.64,
"2010","Switzerland","Marginal rate 4",2.64,
"2011","Switzerland","Marginal rate 4",2.64,
"2012","Switzerland","Marginal rate 4",2.64,
"2013","Switzerland","Marginal rate 4",2.64,
"2000","Turkey","Marginal rate 4",30,
"2001","Turkey","Marginal rate 4",30,
"2002","Turkey","Marginal rate 4",30,
"2003","Turkey","Marginal rate 4",30,
"2004","Turkey","Marginal rate 4",30,
"2005","Turkey","Marginal rate 4",30,
"2006","Turkey","Marginal rate 4",35,
"2007","Turkey","Marginal rate 4",35,
"2008","Turkey","Marginal rate 4",35,
"2009","Turkey","Marginal rate 4",35,
"2010","Turkey","Marginal rate 4",35,
"2011","Turkey","Marginal rate 4",35,
"2012","Turkey","Marginal rate 4",35,
"2013","Turkey","Marginal rate 4",35,
"2000","United States","Marginal rate 4",36,
"2001","United States","Marginal rate 4",30.5,
"2002","United States","Marginal rate 4",30,
"2003","United States","Marginal rate 4",28,
"2004","United States","Marginal rate 4",28,
"2005","United States","Marginal rate 4",28,
"2006","United States","Marginal rate 4",28,
"2007","United States","Marginal rate 4",28,
"2008","United States","Marginal rate 4",28,
"2009","United States","Marginal rate 4",28,
"2010","United States","Marginal rate 4",28,
"2011","United States","Marginal rate 4",28,
"2012","United States","Marginal rate 4",28,
"2013","United States","Marginal rate 4",28,
"2000","Chile","Marginal rate 4",25,
"2001","Chile","Marginal rate 4",25,
"2002","Chile","Marginal rate 4",25,
"2003","Chile","Marginal rate 4",25,
"2004","Chile","Marginal rate 4",25,
"2005","Chile","Marginal rate 4",25,
"2006","Chile","Marginal rate 4",25,
"2007","Chile","Marginal rate 4",25,
"2008","Chile","Marginal rate 4",25,
"2009","Chile","Marginal rate 4",25,
"2010","Chile","Marginal rate 4",25,
"2011","Chile","Marginal rate 4",25,
"2012","Chile","Marginal rate 4",25,
"2013","Chile","Marginal rate 4",25,
"2000","Israel","Marginal rate 4",45,
"2001","Israel","Marginal rate 4",45,
"2002","Israel","Marginal rate 4",45,
"2003","Israel","Marginal rate 4",27,
"2004","Israel","Marginal rate 4",43,
"2005","Israel","Marginal rate 4",37,
"2006","Israel","Marginal rate 4",36,
"2007","Israel","Marginal rate 4",35,
"2008","Israel","Marginal rate 4",33,
"2009","Israel","Marginal rate 4",30,
"2010","Israel","Marginal rate 4",30,
"2011","Israel","Marginal rate 4",30,
"2012","Israel","Marginal rate 4",30,
"2013","Israel","Marginal rate 4",30,
"2000","Slovenia","Marginal rate 4",40,
"2001","Slovenia","Marginal rate 4",40,
"2002","Slovenia","Marginal rate 4",40,
"2003","Slovenia","Marginal rate 4",40,
"2004","Slovenia","Marginal rate 4",40,
"2005","Slovenia","Marginal rate 4",42,
"2006","Slovenia","Marginal rate 4",41,
"2013","Slovenia","Marginal rate 4",50,
"2000","Australia","Threshold 4",60000,
"2001","Australia","Threshold 4",60000,
"2002","Australia","Threshold 4",60000,
"2003","Australia","Threshold 4",62500,
"2004","Australia","Threshold 4",70000,
"2005","Australia","Threshold 4",95000,
"2006","Australia","Threshold 4",95000,
"2007","Australia","Threshold 4",150000,
"2008","Australia","Threshold 4",150000,
"2009","Australia","Threshold 4",180000,
"2010","Australia","Threshold 4",180000,
"2011","Australia","Threshold 4",180000,
"2012","Australia","Threshold 4",180000,
"2013","Australia","Threshold 4",180000,
"2000","Austria","Threshold 4",9810.8,
"2001","Austria","Threshold 4",9810.8,
"2002","Austria","Threshold 4",50870,
"2003","Austria","Threshold 4",50870,
"2004","Austria","Threshold 4",50870,
"2000","Belgium","Threshold 4",27838.443,
"2001","Belgium","Threshold 4",28540,
"2002","Belgium","Threshold 4",29260,
"2003","Belgium","Threshold 4",29740,
"2004","Belgium","Threshold 4",30210,
"2005","Belgium","Threshold 4",30840,
"2006","Belgium","Threshold 4",31700,
"2007","Belgium","Threshold 4",32270,
"2008","Belgium","Threshold 4",32860,
"2009","Belgium","Threshold 4",34360,
"2010","Belgium","Threshold 4",34330,
"2011","Belgium","Threshold 4",35060,
"2012","Belgium","Threshold 4",36300,
"2013","Belgium","Threshold 4",36300,
"2000","Finland","Threshold 4",19005.2,
"2001","Finland","Threshold 4",30946.6,
"2002","Finland","Threshold 4",30900,
"2003","Finland","Threshold 4",31200,
"2004","Finland","Threshold 4",31500,
"2005","Finland","Threshold 4",32100,
"2006","Finland","Threshold 4",32800,
"2007","Finland","Threshold 4",60800,
"2008","Finland","Threshold 4",62000,
"2009","Finland","Threshold 4",64500,
"2010","Finland","Threshold 4",66400,
"2011","Finland","Threshold 4",68200,
"2012","Finland","Threshold 4",70300,
"2013","Finland","Threshold 4",70300,
"2000","France","Threshold 4",22732,
"2001","France","Threshold 4",23096,
"2002","France","Threshold 4",23489,
"2003","France","Threshold 4",23888,
"2004","France","Threshold 4",24294,
"2005","France","Threshold 4",24731,
"2006","France","Threshold 4",66679,
"2007","France","Threshold 4",67546,
"2008","France","Threshold 4",69505,
"2009","France","Threshold 4",69783,
"2010","France","Threshold 4",70830,
"2011","France","Threshold 4",70830,
"2012","France","Threshold 4",70830,
"2013","France","Threshold 4",70830,
"2000","Greece","Threshold 4",22245.05,
"2001","Greece","Threshold 4",23357,
"2010","Greece","Threshold 4",26000,
"2011","Greece","Threshold 4",26000,
"2012","Greece","Threshold 4",26000,
"2013","Greece","Threshold 4",26000,
"2000","Italy","Threshold 4",69722000,
"2001","Italy","Threshold 4",69722,
"2002","Italy","Threshold 4",69722,
"2003","Italy","Threshold 4",70000,
"2004","Italy","Threshold 4",70000,
"2007","Italy","Threshold 4",75000,
"2008","Italy","Threshold 4",75000,
"2009","Italy","Threshold 4",75000,
"2010","Italy","Threshold 4",75000,
"2011","Italy","Threshold 4",75000,
"2012","Italy","Threshold 4",75000,
"2013","Italy","Threshold 4",75000,
"2007","Japan","Threshold 4",9000000,
"2008","Japan","Threshold 4",9000000,
"2009","Japan","Threshold 4",9000000,
"2010","Japan","Threshold 4",9000000,
"2011","Japan","Threshold 4",9000000,
"2012","Japan","Threshold 4",9000000,
"2013","Japan","Threshold 4",9000000,
"2012","Korea","Threshold 4",300000000,
"2013","Korea","Threshold 4",300000000,
"2000","Luxembourg","Threshold 4",12196.361,
"2001","Luxembourg","Threshold 4",14799.243,
"2002","Luxembourg","Threshold 4",14700,
"2003","Luxembourg","Threshold 4",14700,
"2004","Luxembourg","Threshold 4",14700,
"2005","Luxembourg","Threshold 4",14700,
"2006","Luxembourg","Threshold 4",14700,
"2007","Luxembourg","Threshold 4",14700,
"2008","Luxembourg","Threshold 4",15582,
"2009","Luxembourg","Threshold 4",16989,
"2010","Luxembourg","Threshold 4",16989,
"2011","Luxembourg","Threshold 4",16989,
"2012","Luxembourg","Threshold 4",16989,
"2013","Luxembourg","Threshold 4",16989,
"2000","Mexico","Threshold 4",83818.32,
"2001","Mexico","Threshold 4",89355.49,
"2002","Mexico","Threshold 4",90370,
"2003","Mexico","Threshold 4",91384,
"2004","Mexico","Threshold 4",91384,
"2005","Mexico","Threshold 4",103218,
"2006","Mexico","Threshold 4",103218,
"2007","Mexico","Threshold 4",103218,
"2008","Mexico","Threshold 4",103218,
"2009","Mexico","Threshold 4",103218,
"2010","Mexico","Threshold 4",103218.01,
"2011","Mexico","Threshold 4",103218.01,
"2012","Mexico","Threshold 4",103218.01,
"2013","Mexico","Threshold 4",103218.01,
"2008","New Zealand","Threshold 4",40000,
"2000","Portugal","Threshold 4",32825.89,
"2001","Portugal","Threshold 4",34417.05,
"2002","Portugal","Threshold 4",35363.52,
"2003","Portugal","Threshold 4",36070.79,
"2004","Portugal","Threshold 4",36792,
"2005","Portugal","Threshold 4",37528,
"2006","Portugal","Threshold 4",38391,
"2007","Portugal","Threshold 4",39197,
"2008","Portugal","Threshold 4",40020,
"2009","Portugal","Threshold 4",41021,
"2010","Portugal","Threshold 4",41349,
"2011","Portugal","Threshold 4",42259,
"2012","Portugal","Threshold 4",42259,
"2013","Portugal","Threshold 4",80000,
"2000","Slovak Republic","Threshold 4",13144.792,
"2001","Slovak Republic","Threshold 4",13144.792,
"2002","Slovak Republic","Threshold 4",18721.37,
"2003","Slovak Republic","Threshold 4",18721.37,
"2000","Spain","Threshold 4",40460.135,
"2001","Spain","Threshold 4",40460,
"2002","Spain","Threshold 4",40460.13,
"2003","Spain","Threshold 4",45000,
"2004","Spain","Threshold 4",45000,
"2005","Spain","Threshold 4",45900,
"2006","Spain","Threshold 4",46818,
"2011","Spain","Threshold 4",120000,
"2012","Spain","Threshold 4",120000,
"2013","Spain","Threshold 4",120000,
"2000","Switzerland","Threshold 4",48600,
"2001","Switzerland","Threshold 4",48600,
"2002","Switzerland","Threshold 4",48600,
"2003","Switzerland","Threshold 4",48600,
"2004","Switzerland","Threshold 4",48600,
"2005","Switzerland","Threshold 4",48600,
"2006","Switzerland","Threshold 4",52000,
"2007","Switzerland","Threshold 4",52000,
"2008","Switzerland","Threshold 4",52000,
"2009","Switzerland","Threshold 4",52000,
"2010","Switzerland","Threshold 4",52000,
"2011","Switzerland","Threshold 4",55000,
"2012","Switzerland","Threshold 4",55200,
"2013","Switzerland","Threshold 4",55200,
"2000","Turkey","Threshold 4",31250000000,
"2001","Turkey","Threshold 4",35000000000,
"2002","Turkey","Threshold 4",47500000000,
"2003","Turkey","Threshold 4",60000000000,
"2004","Turkey","Threshold 4",70000000000,
"2005","Turkey","Threshold 4",78000,
"2000","United States","Threshold 4",288350,
"2001","United States","Threshold 4",136750,
"2002","United States","Threshold 4",141250,
"2003","United States","Threshold 4",143500,
"2004","United States","Threshold 4",146750,
"2005","United States","Threshold 4",150150,
"2006","United States","Threshold 4",154800,
"2007","United States","Threshold 4",160850,
"2008","United States","Threshold 4",164550,
"2009","United States","Threshold 4",171550,
"2010","United States","Threshold 4",171850,
"2011","United States","Threshold 4",174400,
"2012","United States","Threshold 4",178650,
"2013","United States","Threshold 4",183250,
"2000","Chile","Threshold 4",29808000,
"2001","Chile","Threshold 4",30805920,
"2002","Chile","Threshold 4",31740120,
"2003","Chile","Threshold 4",32118120,
"2004","Chile","Threshold 4",32732640,
"2005","Chile","Threshold 4",34096680,
"2006","Chile","Threshold 4",34782480,
"2007","Chile","Threshold 4",36959760,
"2008","Chile","Threshold 4",40664160,
"2009","Chile","Threshold 4",39812040,
"2010","Chile","Threshold 4",40613400,
"2011","Chile","Threshold 4",42412680,
"2012","Chile","Threshold 4",43422480,
"2013","Chile","Threshold 4",43422480,
"2000","Israel","Threshold 4",222720,
"2001","Israel","Threshold 4",222960,
"2002","Israel","Threshold 4",226080,
"2003","Israel","Threshold 4",135600,
"2004","Israel","Threshold 4",236520,
"2005","Israel","Threshold 4",238680,
"2006","Israel","Threshold 4",245040,
"2007","Israel","Threshold 4",196560,
"2008","Israel","Threshold 4",202080,
"2009","Israel","Threshold 4",211200,
"2010","Israel","Threshold 4",219000,
"2011","Israel","Threshold 4",254880,
"2012","Israel","Threshold 4",261360,
"2013","Israel","Threshold 4",261360,
"2000","Slovenia","Threshold 4",19081.88,
"2001","Slovenia","Threshold 4",21352.62,
"2002","Slovenia","Threshold 4",23423.82,
"2003","Slovenia","Threshold 4",25180.61,
"2004","Slovenia","Threshold 4",26615.9,
"2005","Slovenia","Threshold 4",43106.33,
"2006","Slovenia","Threshold 4",44011.56,
"2000","Australia","Marginal rate 5",47,
"2001","Australia","Marginal rate 5",47,
"2002","Australia","Marginal rate 5",47,
"2003","Australia","Marginal rate 5",47,
"2004","Australia","Marginal rate 5",47,
"2005","Australia","Marginal rate 5",47,
"2006","Australia","Marginal rate 5",47,
"2007","Australia","Marginal rate 5",45,
"2008","Australia","Marginal rate 5",45,
"2009","Australia","Marginal rate 5",45,
"2010","Australia","Marginal rate 5",45,
"2011","Australia","Marginal rate 5",45,
"2012","Australia","Marginal rate 5",45,
"2013","Australia","Marginal rate 5",45,
