"race_unique","office_type_fin","place","area","term","cntyname","date","office","recode_offname","total_votes","n_to_vote_for","n_candidates","n_incumb","n_incumb_per_office","n_candidates_per_office","n_open_seats","avg_winner","sd_winner","median_winner","lowest_winner","top_loser","loser_margin","loser_margin_pct","loser_difference_median_winner","avg_votes_per_office","entity_name","year","office_pretty"
"2004 200400800","City Council","SAN JOSE","10","Full","SANTA CLARA",2004-03-02,"CITY COUNCIL","CITY COUNCIL",17134,1,4,0,0,4,1,1687,NA,1687,1687,913,774,0.045173339558772,0.458802608180202,17134,"San Jose",2004,"City Council"
"2004 200400806","City Council","CAMPBELL",NA,"Full","SANTA CLARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",21217,2,5,1,0.5,2.5,1,5101.5,84.1457069611992,5101.5,5042,4660,382,0.0180044304095772,0.074879937273351,10608.5,"Campbell",2004,"City Council"
"2004 200400807","City Council","LOS ALTOS",NA,"Full","SANTA CLARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",11154,3,5,1,0.333333333333333,1.66666666666667,2,2509.33333333333,38.527046776691,2511,2470,2326,144,0.0129101667563206,0.0573476702508961,3718,"Los Altos",2004,"City Council"
"2004 200400808","City Council","LOS GATOS",NA,"Full","SANTA CLARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",21292,2,3,1,0.5,1.5,1,7402.5,437.699097554473,7402.5,7093,6487,606,0.0284613939507796,0.0818642350557244,10646,"Los Gatos",2004,"City Council"
"2004 200400809","City Council","MILIPITAS",NA,"Full","SANTA CLARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",28567,2,5,2,1,2.5,0,8292.5,1126.42110243017,8292.5,7496,5272,2224,0.0778520670703959,0.268194151341574,14283.5,"Milipitas",2004,"City Council"
"2004 200400810","City Council","MORGAN HILL",NA,"Full","SANTA CLARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",19861,2,5,1,0.5,2.5,1,6512.5,181.726442764943,6512.5,6384,2452,3932,0.197975932732491,0.603761996161228,9930.5,"Morgan Hill",2004,"City Council"
"2004 200400811","City Council","MOUNTAIN VIEW",NA,"Full","SANTA CLARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",72048,4,6,2,0.5,1.5,2,12543.25,1945.53358148007,11894,11092,10987,105,0.00145736175882745,0.00882798049436691,18012,"Mountain View",2004,"City Council"
"2004 200400812","City Council","SARTOGA",NA,"Full","SANTA CLARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",22486,2,3,1,0.5,1.5,1,7682.5,314.662517628014,7682.5,7460,7121,339,0.0150760473183314,0.044126260982753,11243,"Sartoga",2004,"City Council"
"2004 200400813","City Council","SANTA CLARA","3","Full","SANTA CLARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",28937,1,3,0,0,3,1,12113,NA,12113,12113,12056,57,0.00196979645436638,0.00470568810369025,28937,"Santa Clara",2004,"City Council"
"2004 200400814","City Council","SANTA CLARA","4","Full","SANTA CLARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",27946,1,4,0,0,4,1,13442,NA,13442,13442,7749,5693,0.203714306161884,0.423523285225413,27946,"Santa Clara",2004,"City Council"
"2004 200400815","City Council","SANTA CLARA","6","Full","SANTA CLARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",26598,1,2,1,1,2,0,21295,NA,21295,21295,5303,15992,0.60124821415144,0.750974407137826,26598,"Santa Clara",2004,"City Council"
"2004 200400816","City Council","SANTA CLARA","7","Full","SANTA CLARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",27246,1,3,0,0,3,1,14331,NA,14331,14331,9257,5074,0.186229171254496,0.354057637289791,27246,"Santa Clara",2004,"City Council"
"2004 200400817","City Council","SAN JOSE","10","Full","SANTA CLARA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",32264,1,2,0,0,2,1,16339,NA,16339,16339,15925,414,0.012831638978428,0.025338147989473,32264,"San Jose",2004,"City Council"
"2004 200400821","Mayor","MILIPITAS",NA,"Full","SANTA CLARA",2004-11-02,"MAYOR","OTHER CITY OFFICE",16772,1,2,1,1,2,0,9771,NA,9771,9771,7001,2770,0.165156212735512,0.283491966021902,16772,"Milipitas",2004,"Mayor"
"2004 200400822","Mayor","MORGAN HILL",NA,"Full","SANTA CLARA",2004-11-02,"MAYOR","OTHER CITY OFFICE",12753,1,2,1,1,2,0,7624,NA,7624,7624,5129,2495,0.195640241511801,0.327256033578174,12753,"Morgan Hill",2004,"Mayor"
"2004 200400823","City Council","CAPITOLA",NA,"Full","SANTA CRUZ",2004-11-02,"CITY COUNCIL","CITY COUNCIL",7175,2,6,1,0.5,3,1,1606.5,14.8492424049175,1606.5,1596,1433,163,0.0227177700348432,0.10146280734516,3587.5,"Capitola",2004,"City Council"
"2004 200400824","City Council","SANTA CRUZ",NA,"Full","SANTA CRUZ",2004-11-02,"CITY COUNCIL","CITY COUNCIL",89889,4,7,4,1,1.75,0,15386.75,2983.37888698927,15303,12466,11898,568,0.00631890442657055,0.0371169051819905,22472.25,"Santa Cruz",2004,"City Council"
"2004 200400825","City Council","SCOTTS VALLEY",NA,"Full","SANTA CRUZ",2004-11-02,"CITY COUNCIL","CITY COUNCIL",13051,3,4,2,0.666666666666667,1.33333333333333,1,3508,572.21761594694,3796,2849,2527,322,0.0246724388935714,0.0848261327713383,4350.33333333333,"Scotts Valley",2004,"City Council"
"2004 200400826","City Council","WATSONVILLE","1","Full","SANTA CRUZ",2004-11-02,"CITY COUNCIL","CITY COUNCIL",660,1,2,1,1,2,0,386,NA,386,386,274,112,0.16969696969697,0.290155440414508,660,"Watsonville",2004,"City Council"
"2004 200400827","City Council","WATSONVILLE","2","Full","SANTA CRUZ",2004-11-02,"CITY COUNCIL","CITY COUNCIL",737,1,2,1,1,2,0,501,NA,501,501,236,265,0.359565807327001,0.528942115768463,737,"Watsonville",2004,"City Council"
"2004 200400828","City Council","WATSONVILLE","6","Full","SANTA CRUZ",2004-11-02,"CITY COUNCIL","CITY COUNCIL",1303,1,1,1,1,1,0,1303,NA,1303,1303,NA,NA,NA,NA,1303,"Watsonville",2004,"City Council"
"2004 200400830","City Council","ANDERSON",NA,"Full","SHASTA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",6679,3,6,3,1,2,0,1356.66666666667,183.058278516251,1362,1171,886,285,0.0426710585416979,0.209251101321586,2226.33333333333,"Anderson",2004,"City Council"
"2004 200400831","City Council","REDDING",NA,"Full","SHASTA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",57136,2,4,1,0.5,2,1,16708.5,663.973267534168,16708.5,16239,15940,299,0.00523312797535704,0.0178950833408146,28568,"Redding",2004,"City Council"
"2004 200400834","City Council","LOYALTON",NA,"Full","SIERRA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",698,3,3,3,1,1,0,232.666666666667,30.2709982216202,228,205,NA,NA,NA,NA,232.666666666667,"Loyalton",2004,"City Council"
"2004 200400836","City Council","FORT JONES",NA,"Full","SISKIYOU",2004-03-02,"CITY COUNCIL","CITY COUNCIL",265,2,2,1,0.5,1,1,132.5,7.77817459305202,132.5,127,NA,NA,NA,NA,132.5,"Fort Jones",2004,"City Council"
"2004 200400837","City Council","YREKA",NA,"Full","SISKIYOU",2004-03-02,"CITY COUNCIL","CITY COUNCIL",3993,2,7,2,1,3.5,0,726,96.1665222413705,726,658,656,2,0.000500876533934385,0.00275482093663912,1996.5,"Yreka",2004,"City Council"
"2004 200400842","City Council","DUNSMUIR",NA,"Full","SISKIYOU",2004-11-02,"CITY COUNCIL","CITY COUNCIL",1960,3,4,2,0.666666666666667,1.33333333333333,1,511,14.7986485869487,518,494,427,67,0.0341836734693878,0.129343629343629,653.333333333333,"Dunsmuir",2004,"City Council"
"2004 200400843","City Council","ETNA",NA,"Full","SISKIYOU",2004-11-02,"CITY COUNCIL","CITY COUNCIL",668,2,3,0,0,1.5,2,265,2.82842712474619,265,263,138,125,0.187125748502994,0.471698113207547,334,"Etna",2004,"City Council"
"2004 200400844","City Council","MT. SHASTA",NA,"Full","SISKIYOU",2004-11-02,"CITY COUNCIL","CITY COUNCIL",4280,3,7,2,0.666666666666667,2.33333333333333,1,813.333333333333,98.561317631885,861,700,639,61,0.0142523364485981,0.0708478513356562,1426.66666666667,"Mt. Shasta",2004,"City Council"
"2004 200400851","City Council","DIXON",NA,"Full","SOLANO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",10304,2,4,2,1,2,0,2663,84.8528137423857,2663,2603,2497,106,0.0102872670807453,0.0398047315058205,5152,"Dixon",2004,"City Council"
"2004 200400852","City Council","RIO VISTA",NA,"Full","SOLANO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",5404,2,5,2,1,2.5,0,1587.5,406.586399182265,1587.5,1300,1192,108,0.0199851961509993,0.0680314960629921,2702,"Rio Vista",2004,"City Council"
"2004 200400853","City Council","SUISUN",NA,"Full","SOLANO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",13171,2,5,2,1,2.5,0,3210.5,119.501046020527,3210.5,3126,2562,564,0.0428213499354643,0.175673571094845,6585.5,"Suisun",2004,"City Council"
"2004 200400854","City Council","VACAVILLE",NA,"Full","SOLANO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",47626,2,4,2,1,2,0,15475.5,2394.97066787884,15475.5,13782,9998,3784,0.0794523999496074,0.244515524538787,23813,"Vacaville",2004,"City Council"
"2004 200400859","Mayor","DIXON",NA,"Full","SOLANO",2004-11-02,"MAYOR","OTHER CITY OFFICE",6009,1,2,1,1,2,0,3413,NA,3413,3413,2596,817,0.135962722582792,0.23937884559039,6009,"Dixon",2004,"Mayor"
"2004 200400860","Mayor","RIO VISTA",NA,"Full","SOLANO",2004-11-02,"MAYOR","OTHER CITY OFFICE",2796,1,1,1,1,1,0,2796,NA,2796,2796,NA,NA,NA,NA,2796,"Rio Vista",2004,"Mayor"
"2004 200400861","City Council","ROHNERT PARK","1","Full","SONOMA",2004-08-24,"CITY COUNCIL-R","CITY COUNCIL",6286,1,2,0,0,2,1,3353,NA,3353,3353,2933,420,0.066815144766147,0.125260960334029,6286,"Rohnert Park",2004,"City Council"
"2004 200400862","City Council","ROHNERT PARK","2","Full","SONOMA",2004-08-24,"CITY COUNCIL-R","CITY COUNCIL",6409,1,4,0,0,4,1,2777,NA,2777,2777,2554,223,0.0347948197846778,0.0803024846957148,6409,"Rohnert Park",2004,"City Council"
"2004 200400864","City Council","CLOVERDALE",NA,"Full","SONOMA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",5353,2,4,1,0.5,2,1,1486.5,50.2045814642449,1486.5,1451,1193,258,0.0481972725574444,0.173562058526741,2676.5,"Cloverdale",2004,"City Council"
"2004 200400865","City Council","COTATI",NA,"Full","SONOMA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",8138,3,8,0,0,2.66666666666667,3,1426.33333333333,277.784688802917,1332,1208,871,337,0.041410666011305,0.253003003003003,2712.66666666667,"Cotati",2004,"City Council"
"2004 200400866","City Council","HEALDSBURG",NA,"Full","SONOMA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",12851,3,5,0,0,1.66666666666667,3,3153.66666666667,642.243204193967,2821,2746,2462,284,0.0220994475138122,0.100673520028359,4283.66666666667,"Healdsburg",2004,"City Council"
"2004 200400867","City Council","PETALUMA",NA,"Full","SONOMA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",61601,3,5,0,0,1.66666666666667,3,14831.3333333333,1502.97915266092,14507,13517,11852,1665,0.0270287820002922,0.114772178948094,20533.6666666667,"Petaluma",2004,"City Council"
"2004 200400868","City Council","ROHNERT PARK",NA,"Full","SONOMA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",40380,3,10,2,0.666666666666667,3.33333333333333,1,6071.66666666667,736.282780820884,6452,5223,4945,278,0.00688459633481922,0.0430874147551147,13460,"Rohnert Park",2004,"City Council"
"2004 200400869","City Council","SANTA ROSA",NA,"Full","SONOMA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",193034,4,9,0,0,2.25,4,26089.5,2608.75353377815,27269,22186,21634,552,0.00285959986323653,0.0202427665114232,48258.5,"Santa Rosa",2004,"City Council"
"2004 200400870","City Council","SEBASTOPOOL",NA,"Full","SONOMA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",6387,2,3,1,0.5,1.5,1,2503.5,60.1040764008565,2503.5,2461,1380,1081,0.169250039142007,0.431795486319153,3193.5,"Sebastopool",2004,"City Council"
"2004 200400871","City Council","SONOMA",NA,"Full","SONOMA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",9371,2,6,0,0,3,2,2046.5,68.5893577750951,2046.5,1998,1938,60,0.00640273183224843,0.0293183483997068,4685.5,"Sonoma",2004,"City Council"
"2004 200400872","City Council","WINDSOR",NA,"Full","SONOMA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",16991,2,4,0,0,2,2,5469,2037.88174337963,5469,4028,3424,604,0.0355482314166323,0.110440665569574,8495.5,"Windsor",2004,"City Council"
"2004 200400874","City Council","HUGHSON",NA,"Full","STANISLAUS",2004-11-02,"CITY COUNCIL","CITY COUNCIL",2968,2,4,1,0.5,2,1,936,55.1543289325507,936,897,823,74,0.0249326145552561,0.0790598290598291,1484,"Hughson",2004,"City Council"
"2004 200400875","City Council","NEWMAN",NA,"Full","STANISLAUS",2004-11-02,"CITY COUNCIL","CITY COUNCIL",2937,2,3,2,1,1.5,0,1060,142.835569799683,1060,959,817,142,0.0483486550902281,0.133962264150943,1468.5,"Newman",2004,"City Council"
"2004 200400876","City Council","OAKDALE",NA,"Full","STANISLAUS",2004-11-02,"CITY COUNCIL","CITY COUNCIL",8893,2,6,0,0,3,2,2622,936.209378290989,2622,1960,1117,843,0.0947936579332059,0.321510297482838,4446.5,"Oakdale",2004,"City Council"
"2004 200400877","City Council","PATTERSON",NA,"Full","STANISLAUS",2004-11-02,"CITY COUNCIL","CITY COUNCIL",5283,2,5,1,0.5,2.5,1,1523,644.881384442131,1523,1067,913,154,0.0291501041075147,0.101116217990808,2641.5,"Patterson",2004,"City Council"
"2004 200400878","City Council","RIVERBANK",NA,"Full","STANISLAUS",2004-11-02,"CITY COUNCIL","CITY COUNCIL",7251,2,7,0,0,3.5,2,1489.5,328.804653251745,1489.5,1257,1097,160,0.0220659219418011,0.107418596844579,3625.5,"Riverbank",2004,"City Council"
"2004 200400879","City Council","TURLOCK",NA,"Full","STANISLAUS",2004-11-02,"CITY COUNCIL","CITY COUNCIL",27452,2,3,0,0,1.5,2,10181.5,2981.86929626367,10181.5,8073,7089,984,0.03584438292292,0.0966458773265236,13726,"Turlock",2004,"City Council"
"2004 200400880","City Council","WATERFORD",NA,"Full","STANISLAUS",2004-11-02,"CITY COUNCIL","CITY COUNCIL",2776,2,3,1,0.5,1.5,1,987,176.776695296637,987,862,802,60,0.0216138328530259,0.060790273556231,1388,"Waterford",2004,"City Council"
"2004 200400883","Mayor","HUGHSON",NA,"Full","STANISLAUS",2004-11-02,"MAYOR","OTHER CITY OFFICE",1878,1,3,1,1,3,0,686,NA,686,686,615,71,0.0378061767838126,0.103498542274052,1878,"Hughson",2004,"Mayor"
"2004 200400884","Mayor","NEWMAN",NA,"Full","STANISLAUS",2004-11-02,"MAYOR","OTHER CITY OFFICE",1538,1,1,1,1,1,0,1538,NA,1538,1538,NA,NA,NA,NA,1538,"Newman",2004,"Mayor"
"2004 200400885","Mayor","PATTERSON",NA,"Full","STANISLAUS",2004-11-02,"MAYOR","OTHER CITY OFFICE",3318,1,3,0,0,3,1,1619,NA,1619,1619,1397,222,0.0669077757685353,0.137121680049413,3318,"Patterson",2004,"Mayor"
"2004 200400886","Mayor","RIVERBANK",NA,"Full","STANISLAUS",2004-11-02,"MAYOR","OTHER CITY OFFICE",4651,1,4,0,0,4,1,1724,NA,1724,1724,1393,331,0.0711674908621802,0.19199535962877,4651,"Riverbank",2004,"Mayor"
"2004 200400887","Mayor","WATERFORD",NA,"Full","STANISLAUS",2004-11-02,"MAYOR","OTHER CITY OFFICE",1512,1,1,1,1,1,0,1512,NA,1512,1512,NA,NA,NA,NA,1512,"Waterford",2004,"Mayor"
"2004 200400889","City Council","LIVE OAK",NA,"Full","SUTTER",2004-11-02,"CITY COUNCIL","CITY COUNCIL",2397,2,4,2,1,2,0,715.5,48.7903679018718,715.5,681,572,109,0.0454735085523571,0.152341020265549,1198.5,"Live Oak",2004,"City Council"
"2004 200400890","City Council","YUBA CITY",NA,"Full","SUTTER",2004-11-02,"CITY COUNCIL","CITY COUNCIL",28905,2,6,1,0.5,3,1,6406,1715.44105115856,6406,5193,4998,195,0.00674623767514271,0.0304402123009678,14452.5,"Yuba City",2004,"City Council"
"2004 200400894","City Council","CORNING",NA,"Full","TEHAMA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",3037,2,7,2,1,3.5,0,617,39.5979797464467,617,589,458,131,0.0431346723740533,0.212317666126418,1518.5,"Corning",2004,"City Council"
"2004 200400895","City Council","RED BLUFF",NA,"Full","TEHAMA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",6718,2,5,2,1,2.5,0,2115,2.82842712474619,2115,2113,1196,917,0.136498958023221,0.433569739952719,3359,"Red Bluff",2004,"City Council"
"2004 200400898","Mayor","CORNING",NA,"Full","TEHAMA",2004-11-02,"MAYOR","OTHER CITY OFFICE",1735,1,2,1,1,2,0,967,NA,967,967,768,199,0.114697406340058,0.205791106514995,1735,"Corning",2004,"Mayor"
"2004 200400899","City Council","FARMERSVILLE",NA,"Full","TULARE",2004-11-02,"CITY COUNCIL","CITY COUNCIL",2345,2,5,2,1,2.5,0,745.5,86.9741340859454,745.5,684,366,318,0.135607675906183,0.426559356136821,1172.5,"Farmersville",2004,"City Council"
"2004 200400900","City Council","LINDSAY",NA,"Full","TULARE",2004-11-02,"CITY COUNCIL","CITY COUNCIL",2795,3,4,3,1,1.33333333333333,0,783.333333333333,16.0416125540213,782,768,445,323,0.115563506261181,0.41304347826087,931.666666666667,"Lindsay",2004,"City Council"
"2004 200400901","City Council","TULARE",NA,"Full","TULARE",2004-11-02,"CITY COUNCIL","CITY COUNCIL",27040,3,13,0,0,4.33333333333333,3,3922,85.7146428563988,3929,3833,2956,877,0.0324334319526627,0.22321201323492,9013.33333333333,"Tulare",2004,"City Council"
"2004 200400902","City Council","WOODLAKE",NA,"Full","TULARE",2004-11-02,"CITY COUNCIL","CITY COUNCIL",1483,2,5,1,0.5,2.5,1,363.5,62.9325035256027,363.5,319,315,4,0.00269723533378287,0.0110041265474553,741.5,"Woodlake",2004,"City Council"
"2004 200400904","City Council","SONORA",NA,"Full","TUOLUMNE",2004-03-02,"CITY COUNCIL","CITY COUNCIL",2789,3,4,3,1,1.33333333333333,0,714.333333333333,54.0493601565581,735,653,646,7,0.00250986016493367,0.00952380952380952,929.666666666667,"Sonora",2004,"City Council"
"2004 200400909","City Council","CAMARILLO",NA,"Full","VENTURA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",42992,2,4,2,1,2,0,17216,3491.69328549917,17216,14747,5679,9068,0.210922962411611,0.526719330855019,21496,"Camarillo",2004,"City Council"
"2004 200400910","City Council","FILLMORE",NA,"Full","VENTURA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",9728,3,5,2,0.666666666666667,1.66666666666667,1,2075.66666666667,183.93024039927,2097,1882,1764,118,0.0121299342105263,0.0562708631378159,3242.66666666667,"Fillmore",2004,"City Council"
"2004 200400911","City Council","MOORPARK",NA,"Full","VENTURA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",20118,2,3,2,1,1.5,0,7013,513.359523141434,7013,6650,6092,558,0.027736355502535,0.0795665193212605,10059,"Moorpark",2004,"City Council"
"2004 200400912","City Council","OJAI",NA,"Full","VENTURA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",4728,2,2,2,1,1,0,2364,280.014285349873,2364,2166,NA,NA,NA,NA,2364,"Ojai",2004,"City Council"
"2004 200400913","City Council","OXNARD",NA,"Full","VENTURA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",65430,2,6,1,0.5,3,1,16620.5,4298.50212283302,16620.5,13581,11732,1849,0.0282592083142289,0.111248157395987,32715,"Oxnard",2004,"City Council"
"2004 200400914","City Council","SANTA PAULA",NA,"Full","VENTURA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",11906,2,3,2,1,1.5,0,4342.5,580.534667354156,4342.5,3932,3221,711,0.0597177893499076,0.163730569948187,5953,"Santa Paula",2004,"City Council"
"2004 200400915","City Council","SIMI VALLEY",NA,"Full","VENTURA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",69352,2,3,2,1,1.5,0,27099,4577.80930140171,27099,23862,15154,8708,0.125562348598454,0.321340270858703,34676,"Simi Valley",2004,"City Council"
"2004 200400916","City Council","THOUSAND OAKS",NA,"Full","VENTURA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",97724,2,7,2,1,3.5,0,26654,7990.30662740799,26654,21004,18983,2021,0.0206806925627277,0.0758235161701808,48862,"Thousand Oaks",2004,"City Council"
"2004 200400921","Mayor","MOORPARK",NA,"Full","VENTURA",2004-11-02,"MAYOR","OTHER CITY OFFICE",10595,1,1,1,1,1,0,10595,NA,10595,10595,NA,NA,NA,NA,10595,"Moorpark",2004,"Mayor"
"2004 200400922","Mayor","OXNARD",NA,"Full","VENTURA",2004-11-02,"MAYOR","OTHER CITY OFFICE",40159,1,4,0,0,4,1,21258,NA,21258,21258,12188,9070,0.225852237356508,0.426662903377552,40159,"Oxnard",2004,"Mayor"
"2004 200400923","Mayor","SIMI VALLEY",NA,"Full","VENTURA",2004-11-02,"MAYOR","OTHER CITY OFFICE",38679,1,1,0,0,1,1,38679,NA,38679,38679,NA,NA,NA,NA,38679,"Simi Valley",2004,"Mayor"
"2004 200400924","City Council","DAVIS",NA,"Full","YOLO",2004-03-02,"CITY COUNCIL","CITY COUNCIL",47709,3,8,1,0.333333333333333,2.66666666666667,2,7594.66666666667,648.378233235303,7503,6997,6384,613,0.0128487287513886,0.0817006530721045,15903,"Davis",2004,"City Council"
"2004 200400925","City Council","WINTERS",NA,"Full","YOLO",2004-03-02,"CITY COUNCIL","CITY COUNCIL",2274,2,5,1,0.5,2.5,1,667,128.693434175952,667,576,385,191,0.0839929639401935,0.286356821589205,1137,"Winters",2004,"City Council"
"2004 200400926","City Council","WOODLAND",NA,"Full","YOLO",2004-03-02,"CITY COUNCIL","CITY COUNCIL",23992,3,5,1,0.333333333333333,1.66666666666667,2,5606.66666666667,41.5250928154692,5626,5559,4314,1245,0.0518922974324775,0.221293992179168,7997.33333333333,"Woodland",2004,"City Council"
"2004 200400927","City Council","WEST SACRAMENTO",NA,"Full","YOLO",2004-11-02,"CITY COUNCIL","CITY COUNCIL",20258,2,5,3,1.5,2.5,-1,6167,325.269119345812,6167,5937,4485,1452,0.0716753875012341,0.235446732609048,10129,"West Sacramento",2004,"City Council"
"2004 200400928","Mayor","WEST SACRAMENTO",NA,"Full","YOLO",2004-11-02,"MAYOR","OTHER CITY OFFICE",11649,1,2,0,0,2,1,8072,NA,8072,8072,3577,4495,0.385870031762383,0.556863230921705,11649,"West Sacramento",2004,"Mayor"
"2004 200400929","City Council","MARYSVILLE",NA,"Full","YUBA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",5226,2,4,1,0.5,2,1,1771,203.646752981726,1771,1627,907,720,0.137772675086108,0.406549971767363,2613,"Marysville",2004,"City Council"
"2004 200400930","City Council","WHEATLAND",NA,"Full","YUBA",2004-11-02,"CITY COUNCIL","CITY COUNCIL",2374,3,7,3,1,2.33333333333333,0,525,84.4334057112468,485,468,332,136,0.0572872788542544,0.280412371134021,791.333333333333,"Wheatland",2004,"City Council"
"2004 200400932","Mayor","MARYSVILLE",NA,"Full","YUBA",2004-11-02,"MAYOR","OTHER CITY OFFICE",2787,1,1,0,0,1,1,2787,NA,2787,2787,NA,NA,NA,NA,2787,"Marysville",2004,"Mayor"
"2005 200500002","Supervisor","EL DORADO","5","Full","EL DORADO",2005-11-08,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",6323,1,4,0,0,4,1,2138,NA,2138,2138,1921,217,0.0343191523011229,0.101496725912067,6323,"El Dorado",2005,"Supervisor"
"2005 200500027","Attorney","SAN FRANCISCO",NA,"Full","SAN FRANCISCO",2005-11-08,"CITY ATTORNEY","OTHER COUNTY OFFICE",182034,1,1,1,1,1,0,182034,NA,182034,182034,NA,NA,NA,NA,182034,"San Francisco",2005,"Attorney"
"2005 200500040","City Council","SAN LEANDRO","4","Full","ALAMEDA",2005-02-08,"CITY COUNCIL","CITY COUNCIL",13369,1,2,0,0,2,1,7500,NA,7500,7500,5869,1631,0.121998653601616,0.217466666666667,13369,"San Leandro",2005,"City Council"
